date;banque;indicateur;pays;iso;valeur
2015-12-31;BNP;Resultat avant impot;Taïwan;TW;680000000
2015-12-31;BNP;impot courant;Taïwan;TW;-10000000
2015-12-31;BNP;impot différé;Taïwan;TW;-30000000
2015-12-31;BNP;impot sur bénéfice;Taïwan;TW;-40000000
2015-12-31;BNP;Effectif;Taïwan;TW;409
2015-12-31;BNP;resultats/effectifs;Taïwan;TW;1662591.69
2015-12-31;BNP;resultats/pnb;Taïwan;TW;0.49
2015-12-31;BNP;Produit Net Bancaire;Thaïlande;TH;150000000
2015-12-31;BNP;Resultat avant impot;Thaïlande;TH;10000000
2015-12-31;BNP;impot courant;Thaïlande;TH;-20000000
2015-12-31;BNP;impot sur bénéfice;Thaïlande;TH;-20000000
2015-12-31;BNP;Effectif;Thaïlande;TH;68
2015-12-31;BNP;resultats/effectifs;Thaïlande;TH;147058.82
2015-12-31;BNP;resultats/pnb;Thaïlande;TH;0.07
2015-12-31;BNP;Produit Net Bancaire;Vietnam;VN;130000000
2015-12-31;BNP;Resultat avant impot;Vietnam;VN;40000000
2015-12-31;BNP;impot courant;Vietnam;VN;-30000000
2015-12-31;BNP;impot différé;Vietnam;VN;20000000
2015-12-31;BNP;impot sur bénéfice;Vietnam;VN;-10000000
2015-12-31;BNP;Effectif;Vietnam;VN;49
2015-12-31;BNP;resultats/effectifs;Vietnam;VN;816326.53
2015-12-31;BNP;resultats/pnb;Vietnam;VN;0.31
2015-12-31;BPCE;Produit Net Bancaire;Allemagne;DE;2130000000
2015-12-31;BPCE;Resultat avant impot;Allemagne;DE;870000000
2015-12-31;BPCE;impot sur bénéfice;Allemagne;DE;-300000000
2015-12-31;BPCE;Effectif;Allemagne;DE;713
2015-12-31;BPCE;resultats/effectifs;Allemagne;DE;1220196.35
2015-12-31;BPCE;resultats/pnb;Allemagne;DE;0.41
2015-12-31;BPCE;Produit Net Bancaire;Autriche;AT;260000000
2015-12-31;BPCE;Resultat avant impot;Autriche;AT;100000000
2015-12-31;BPCE;impot sur bénéfice;Autriche;AT;-30000000
2015-12-31;BPCE;Effectif;Autriche;AT;103
2015-12-31;BPCE;resultats/effectifs;Autriche;AT;970873.79
2015-12-31;BPCE;resultats/pnb;Autriche;AT;0.38
2015-12-31;BPCE;Produit Net Bancaire;Belgique;BE;220000000
2015-12-31;BPCE;Resultat avant impot;Belgique;BE;80000000
2015-12-31;BPCE;impot sur bénéfice;Belgique;BE;-30000000
2015-12-31;BPCE;Effectif;Belgique;BE;61
2015-12-31;BPCE;resultats/effectifs;Belgique;BE;1311475.41
2015-12-31;BPCE;resultats/pnb;Belgique;BE;0.36
2015-12-31;BPCE;Produit Net Bancaire;Bulgarie;BG;10000000
2015-12-31;BPCE;Resultat avant impot;Bulgarie;BG;10000000
2015-12-31;BPCE;Effectif;Bulgarie;BG;9
2015-12-31;BPCE;resultats/effectifs;Bulgarie;BG;1111111.11
2015-12-31;BPCE;resultats/pnb;Bulgarie;BG;1.00
2015-12-31;BPCE;Produit Net Bancaire;Danemark;DK;110000000
2015-12-31;BPCE;impot sur bénéfice;Danemark;DK;-10000000
2015-12-31;BPCE;Effectif;Danemark;DK;79
2015-12-31;BPCE;Produit Net Bancaire;Espagne;ES;1600000000
2015-12-31;BPCE;Resultat avant impot;Espagne;ES;720000000
2015-12-31;BPCE;impot sur bénéfice;Espagne;ES;-190000000
2015-12-31;BPCE;Effectif;Espagne;ES;276
2015-12-31;BPCE;resultats/effectifs;Espagne;ES;2608695.65
2015-12-31;BPCE;resultats/pnb;Espagne;ES;0.45
2015-12-31;BPCE;Produit Net Bancaire;France;FR;191180000000
2015-12-31;BPCE;Resultat avant impot;France;FR;48770000000
2015-12-31;BPCE;impot sur bénéfice;France;FR;-17600000000
2015-12-31;BPCE;Effectif;France;FR;91232
2015-12-31;BPCE;resultats/effectifs;France;FR;534571.20
2015-12-31;BPCE;resultats/pnb;France;FR;0.26
2015-12-31;BPCE;Produit Net Bancaire;Royaume-Uni;GB;4520000000
2015-12-31;BPCE;Resultat avant impot;Royaume-Uni;GB;2570000000
2015-12-31;BPCE;impot sur bénéfice;Royaume-Uni;GB;-470000000
2015-12-31;BPCE;Effectif;Royaume-Uni;GB;586
2015-12-31;BPCE;resultats/effectifs;Royaume-Uni;GB;4385665.53
2015-12-31;BPCE;resultats/pnb;Royaume-Uni;GB;0.57
2015-12-31;BPCE;Produit Net Bancaire;Hongrie;HU;10000000
2015-12-31;BPCE;Effectif;Hongrie;HU;34
2015-12-31;BPCE;Produit Net Bancaire;Irlande;IE;50000000
2015-12-31;BPCE;Resultat avant impot;Irlande;IE;20000000
2015-12-31;BPCE;impot sur bénéfice;Irlande;IE;10000000
2015-12-31;BPCE;Effectif;Irlande;IE;9
2015-12-31;BPCE;resultats/effectifs;Irlande;IE;2222222.22
2015-12-31;BPCE;resultats/pnb;Irlande;IE;0.40
2015-12-31;BPCE;Produit Net Bancaire;Italie;IT;1710000000
2015-12-31;BPCE;Resultat avant impot;Italie;IT;1070000000
2015-12-31;BPCE;impot sur bénéfice;Italie;IT;-260000000
2015-12-31;BPCE;Effectif;Italie;IT;289
2015-12-31;BPCE;resultats/effectifs;Italie;IT;3702422.15
2015-12-31;BPCE;resultats/pnb;Italie;IT;0.63
2015-12-31;BPCE;Effectif;Lettonie;LV;9
2015-12-31;BPCE;Produit Net Bancaire;Lituanie;LT;20000000
2015-12-31;BPCE;Resultat avant impot;Lituanie;LT;10000000
2015-12-31;BPCE;Effectif;Lituanie;LT;15
2015-12-31;BPCE;resultats/effectifs;Lituanie;LT;666666.67
2015-12-31;BPCE;resultats/pnb;Lituanie;LT;0.50
2015-12-31;BPCE;Produit Net Bancaire;Luxembourg;LU;2080000000
2015-12-31;BPCE;Resultat avant impot;Luxembourg;LU;1290000000
2015-12-31;BPCE;impot sur bénéfice;Luxembourg;LU;-180000000
2015-12-31;BPCE;Effectif;Luxembourg;LU;259
2015-12-31;BPCE;resultats/effectifs;Luxembourg;LU;4980694.98
2015-12-31;BPCE;resultats/pnb;Luxembourg;LU;0.62
2015-12-31;BPCE;Produit Net Bancaire;Pays-Bas;NL;260000000
2015-12-31;BPCE;Resultat avant impot;Pays-Bas;NL;130000000
2015-12-31;BPCE;impot sur bénéfice;Pays-Bas;NL;-30000000
2015-12-31;BPCE;Effectif;Pays-Bas;NL;76
2015-12-31;BPCE;resultats/effectifs;Pays-Bas;NL;1710526.32
2015-12-31;BPCE;resultats/pnb;Pays-Bas;NL;0.50
2015-12-31;BPCE;Produit Net Bancaire;Pologne;PL;350000000
2015-12-31;BPCE;Resultat avant impot;Pologne;PL;230000000
2015-12-31;BPCE;impot sur bénéfice;Pologne;PL;-40000000
2015-12-31;BPCE;Effectif;Pologne;PL;238
2015-12-31;BPCE;resultats/effectifs;Pologne;PL;966386.55
2015-12-31;BPCE;resultats/pnb;Pologne;PL;0.66
2015-12-31;BPCE;Produit Net Bancaire;Portugal;PT;310000000
2015-12-31;BPCE;Resultat avant impot;Portugal;PT;50000000
2015-12-31;BPCE;impot sur bénéfice;Portugal;PT;-10000000
2015-12-31;BPCE;Effectif;Portugal;PT;151
2015-12-31;BPCE;resultats/effectifs;Portugal;PT;331125.83
2015-12-31;BPCE;resultats/pnb;Portugal;PT;0.16
2015-12-31;BPCE;Produit Net Bancaire;République Tchèque;CZ;20000000
2015-12-31;BPCE;Resultat avant impot;République Tchèque;CZ;10000000
2015-12-31;BPCE;Effectif;République Tchèque;CZ;7
2015-12-31;BPCE;resultats/effectifs;République Tchèque;CZ;1428571.43
2015-12-31;BPCE;resultats/pnb;République Tchèque;CZ;0.50
2015-12-31;BPCE;Produit Net Bancaire;Roumanie;RO;70000000
2015-12-31;BPCE;Resultat avant impot;Roumanie;RO;30000000
2015-12-31;BPCE;Effectif;Roumanie;RO;92
2015-12-31;BPCE;resultats/effectifs;Roumanie;RO;326086.96
2015-12-31;BPCE;resultats/pnb;Roumanie;RO;0.43
2015-12-31;BPCE;Produit Net Bancaire;Slovaquie;SK;10000000
2015-12-31;BPCE;Effectif;Slovaquie;SK;8
2015-12-31;BPCE;Produit Net Bancaire;Suède;SE;30000000
2015-12-31;BPCE;Effectif;Suède;SE;13
2015-12-31;BPCE;Produit Net Bancaire;Jersey;JE;-10000000
2015-12-31;BPCE;Resultat avant impot;Jersey;JE;-10000000
2015-12-31;BPCE;resultats/pnb;Jersey;JE;1.00
2015-12-31;BPCE;Produit Net Bancaire;Monaco;MC;120000000
2015-12-31;BPCE;Resultat avant impot;Monaco;MC;30000000
2015-12-31;BPCE;impot sur bénéfice;Monaco;MC;-10000000
2015-12-31;BPCE;Effectif;Monaco;MC;41
2015-12-31;BPCE;resultats/effectifs;Monaco;MC;731707.32
2015-12-31;BPCE;resultats/pnb;Monaco;MC;0.25
2015-12-31;BPCE;Produit Net Bancaire;Russie;RU;200000000
2015-12-31;BPCE;Resultat avant impot;Russie;RU;120000000
2015-12-31;BPCE;impot sur bénéfice;Russie;RU;-10000000
2015-12-31;BPCE;Effectif;Russie;RU;65
2015-12-31;BPCE;resultats/effectifs;Russie;RU;1846153.85
2015-12-31;BPCE;resultats/pnb;Russie;RU;0.60
2015-12-31;BPCE;Produit Net Bancaire;Suisse;CH;340000000
2015-12-31;BPCE;Resultat avant impot;Suisse;CH;60000000
2015-12-31;BPCE;impot sur bénéfice;Suisse;CH;-20000000
2015-12-31;BPCE;Effectif;Suisse;CH;94
2015-12-31;BPCE;resultats/effectifs;Suisse;CH;638297.87
2015-12-31;BPCE;resultats/pnb;Suisse;CH;0.18
2015-12-31;BPCE;Produit Net Bancaire;Afrique du Sud;ZA;50000000
2015-12-31;BPCE;Effectif;Afrique du Sud;ZA;59
2015-12-31;BPCE;Produit Net Bancaire;Algérie;DZ;670000000
2015-12-31;BPCE;Resultat avant impot;Algérie;DZ;230000000
2015-12-31;BPCE;impot sur bénéfice;Algérie;DZ;-60000000
2015-12-31;BPCE;Effectif;Algérie;DZ;754
2015-12-31;BPCE;resultats/effectifs;Algérie;DZ;305039.79
2015-12-31;BPCE;resultats/pnb;Algérie;DZ;0.34
2015-12-31;BPCE;Produit Net Bancaire;Cameroun;CM;850000000
2015-12-31;BPCE;Resultat avant impot;Cameroun;CM;300000000
2015-12-31;BPCE;impot sur bénéfice;Cameroun;CM;-140000000
2015-12-31;BPCE;Effectif;Cameroun;CM;780
2015-12-31;BPCE;resultats/effectifs;Cameroun;CM;384615.38
2015-12-31;BPCE;resultats/pnb;Cameroun;CM;0.35
2015-12-31;BPCE;Produit Net Bancaire;Congo;CG;230000000
2015-12-31;BPCE;Resultat avant impot;Congo;CG;80000000
2015-12-31;BPCE;impot sur bénéfice;Congo;CG;-40000000
2015-12-31;BPCE;Effectif;Congo;CG;220
2015-12-31;BPCE;resultats/effectifs;Congo;CG;363636.36
2015-12-31;BPCE;resultats/pnb;Congo;CG;0.35
2015-12-31;BPCE;Produit Net Bancaire;Djibouti;DJ;250000000
2015-12-31;BPCE;Resultat avant impot;Djibouti;DJ;-100000000
2015-12-31;BPCE;impot sur bénéfice;Djibouti;DJ;20000000
2015-12-31;BPCE;Effectif;Djibouti;DJ;263
2015-12-31;BPCE;resultats/effectifs;Djibouti;DJ;-380228.14
2015-12-31;BPCE;resultats/pnb;Djibouti;DJ;-0.40
2015-12-31;BPCE;Produit Net Bancaire;Émirats Arabes Unis;AE;100000000
2015-12-31;BPCE;Resultat avant impot;Émirats Arabes Unis;AE;20000000
2015-12-31;BPCE;Effectif;Émirats Arabes Unis;AE;56
2015-12-31;BPCE;resultats/effectifs;Émirats Arabes Unis;AE;357142.86
2015-12-31;BPCE;resultats/pnb;Émirats Arabes Unis;AE;0.20
2015-12-31;BPCE;Produit Net Bancaire;Île Maurice;MU;160000000
2015-12-31;BPCE;Resultat avant impot;Île Maurice;MU;20000000
2015-12-31;BPCE;Effectif;Île Maurice;MU;275
2015-12-31;BPCE;resultats/effectifs;Île Maurice;MU;72727.27
2015-12-31;BPCE;resultats/pnb;Île Maurice;MU;0.12
2015-12-31;BPCE;Produit Net Bancaire;Israël;IL;120000000
2015-12-31;BPCE;Resultat avant impot;Israël;IL;20000000
2015-12-31;BPCE;impot sur bénéfice;Israël;IL;-10000000
2015-12-31;BPCE;Effectif;Israël;IL;101
2015-12-31;BPCE;resultats/effectifs;Israël;IL;198019.80
2015-12-31;BPCE;resultats/pnb;Israël;IL;0.17
2015-12-31;BPCE;Produit Net Bancaire;Madagascar;MG;300000000
2015-12-31;BPCE;Resultat avant impot;Madagascar;MG;170000000
2015-12-31;BPCE;impot sur bénéfice;Madagascar;MG;-30000000
2015-12-31;BPCE;Effectif;Madagascar;MG;395
2015-12-31;BPCE;resultats/effectifs;Madagascar;MG;430379.75
2015-12-31;BPCE;resultats/pnb;Madagascar;MG;0.57
2015-12-31;BPCE;Produit Net Bancaire;Maroc;MA;-40000000
2015-12-31;BPCE;Resultat avant impot;Maroc;MA;-160000000
2015-12-31;BPCE;Effectif;Maroc;MA;4
2015-12-31;BPCE;resultats/effectifs;Maroc;MA;-40000000.00
2015-12-31;BPCE;resultats/pnb;Maroc;MA;4.00
2015-12-31;BPCE;Produit Net Bancaire;Tunisie;TN;390000000
2015-12-31;BPCE;Resultat avant impot;Tunisie;TN;40000000
2015-12-31;BPCE;impot sur bénéfice;Tunisie;TN;-20000000
2015-12-31;BPCE;Effectif;Tunisie;TN;489
2015-12-31;BPCE;resultats/effectifs;Tunisie;TN;81799.59
2015-12-31;BPCE;resultats/pnb;Tunisie;TN;0.10
2015-12-31;BPCE;Produit Net Bancaire;Turquie;TR;30000000
2015-12-31;BPCE;Resultat avant impot;Turquie;TR;-40000000
2015-12-31;BPCE;Effectif;Turquie;TR;50
2015-12-31;BPCE;resultats/effectifs;Turquie;TR;-800000.00
2015-12-31;BPCE;resultats/pnb;Turquie;TR;-1.33
2015-12-31;BPCE;Produit Net Bancaire;Argentine;AR;40000000
2015-12-31;BPCE;Effectif;Argentine;AR;47
2015-12-31;BPCE;Produit Net Bancaire;Brésil;BR;80000000
2015-12-31;BPCE;Resultat avant impot;Brésil;BR;20000000
2015-12-31;BPCE;Effectif;Brésil;BR;97
2015-12-31;BPCE;resultats/effectifs;Brésil;BR;206185.57
2015-12-31;BPCE;resultats/pnb;Brésil;BR;0.25
2015-12-31;BPCE;Produit Net Bancaire;Canada;CA;60000000
2015-12-31;BPCE;Resultat avant impot;Canada;CA;-40000000
2015-12-31;BPCE;impot sur bénéfice;Canada;CA;20000000
2015-12-31;BPCE;Effectif;Canada;CA;40
2015-12-31;BPCE;resultats/effectifs;Canada;CA;-1000000.00
2015-12-31;BPCE;resultats/pnb;Canada;CA;-0.67
2015-12-31;BPCE;Produit Net Bancaire;Chili;CL;80000000
2015-12-31;BPCE;Resultat avant impot;Chili;CL;30000000
2015-12-31;BPCE;Effectif;Chili;CL;41
2015-12-31;BPCE;resultats/effectifs;Chili;CL;731707.32
2015-12-31;BPCE;resultats/pnb;Chili;CL;0.38
2015-12-31;BPCE;Produit Net Bancaire;Equateur;EC;10000000
2015-12-31;BPCE;Resultat avant impot;Equateur;EC;-10000000
2015-12-31;BPCE;Effectif;Equateur;EC;23
2015-12-31;BPCE;resultats/effectifs;Equateur;EC;-434782.61
2015-12-31;BPCE;resultats/pnb;Equateur;EC;-1.00
2015-12-31;BPCE;Produit Net Bancaire;États-Unis;US;25480000000
2015-12-31;BPCE;Resultat avant impot;États-Unis;US;8410000000
2015-12-31;BPCE;impot sur bénéfice;États-Unis;US;-3430000000
2015-12-31;BPCE;Effectif;États-Unis;US;2796
2015-12-31;BPCE;resultats/effectifs;États-Unis;US;3007868.38
2015-12-31;BPCE;resultats/pnb;États-Unis;US;0.33
2015-12-31;BPCE;Produit Net Bancaire;Îles Caïmans;KY;20000000
2015-12-31;BPCE;Resultat avant impot;Îles Caïmans;KY;20000000
2015-12-31;BPCE;resultats/pnb;Îles Caïmans;KY;1.00
2015-12-31;BPCE;Resultat avant impot;Mexique;MX;-40000000
2015-12-31;BPCE;impot sur bénéfice;Mexique;MX;-30000000
2015-12-31;BPCE;Effectif;Mexique;MX;52
2015-12-31;BPCE;resultats/effectifs;Mexique;MX;-769230.77
2015-12-31;BPCE;Effectif;Uruguay;UY;1
2015-12-31;BPCE;Produit Net Bancaire;Australie;AU;180000000
2015-12-31;BPCE;Resultat avant impot;Australie;AU;70000000
2015-12-31;BPCE;Effectif;Australie;AU;27
2015-12-31;BPCE;resultats/effectifs;Australie;AU;2592592.59
2015-12-31;BPCE;resultats/pnb;Australie;AU;0.39
2015-12-31;BPCE;Produit Net Bancaire;Chine;CN;150000000
2015-12-31;BPCE;Resultat avant impot;Chine;CN;-120000000
2015-12-31;BPCE;impot sur bénéfice;Chine;CN;30000000
2015-12-31;BPCE;Effectif;Chine;CN;66
2015-12-31;BPCE;resultats/effectifs;Chine;CN;-1818181.82
2015-12-31;BPCE;resultats/pnb;Chine;CN;-0.80
2015-12-31;BPCE;Produit Net Bancaire;Fidji;FJ;40000000
2015-12-31;BPCE;Resultat avant impot;Fidji;FJ;-20000000
2015-12-31;BPCE;Effectif;Fidji;FJ;95
2015-12-31;BPCE;resultats/effectifs;Fidji;FJ;-210526.32
2015-12-31;BPCE;resultats/pnb;Fidji;FJ;-0.50
2015-12-31;BPCE;Produit Net Bancaire;Hong-Kong;HK;1130000000
2015-12-31;BPCE;Resultat avant impot;Hong-Kong;HK;30000000
2015-12-31;BPCE;impot sur bénéfice;Hong-Kong;HK;-50000000
2015-12-31;BPCE;Effectif;Hong-Kong;HK;306
2015-12-31;BPCE;resultats/effectifs;Hong-Kong;HK;98039.22
2015-12-31;BPCE;resultats/pnb;Hong-Kong;HK;0.03
2015-12-31;BPCE;Effectif;Inde;IN;4
2015-12-31;BPCE;Produit Net Bancaire;Japon;JP;410000000
2015-12-31;BPCE;Resultat avant impot;Japon;JP;60000000
2015-12-31;BPCE;impot sur bénéfice;Japon;JP;-40000000
2015-12-31;BPCE;Effectif;Japon;JP;125
2015-12-31;BPCE;resultats/effectifs;Japon;JP;480000.00
2015-12-31;BPCE;resultats/pnb;Japon;JP;0.15
2015-12-31;BPCE;Produit Net Bancaire;Laos;LA;70000000
2015-12-31;BPCE;Resultat avant impot;Laos;LA;10000000
2015-12-31;BPCE;Effectif;Laos;LA;165
2015-12-31;BPCE;resultats/effectifs;Laos;LA;60606.06
2015-12-31;BPCE;resultats/pnb;Laos;LA;0.14
2015-12-31;BPCE;Produit Net Bancaire;Malaisie;MY;10000000
2015-12-31;BPCE;Resultat avant impot;Malaisie;MY;10000000
2015-12-31;BPCE;Effectif;Malaisie;MY;5
2015-12-31;BPCE;resultats/effectifs;Malaisie;MY;2000000.00
2015-12-31;BPCE;resultats/pnb;Malaisie;MY;1.00
2015-12-31;BPCE;Produit Net Bancaire;Nouvelle-Calédonie;NC;710000000
2015-12-31;BPCE;Resultat avant impot;Nouvelle-Calédonie;NC;300000000
2015-12-31;BPCE;impot sur bénéfice;Nouvelle-Calédonie;NC;-140000000
2015-12-31;BPCE;Effectif;Nouvelle-Calédonie;NC;341
2015-12-31;BPCE;resultats/effectifs;Nouvelle-Calédonie;NC;879765.40
2015-12-31;BPCE;resultats/pnb;Nouvelle-Calédonie;NC;0.42
2015-12-31;BPCE;Produit Net Bancaire;Polynésie Française;PF;580000000
2015-12-31;BPCE;Resultat avant impot;Polynésie Française;PF;200000000
2015-12-31;BPCE;impot sur bénéfice;Polynésie Française;PF;-80000000
2015-12-31;BPCE;Effectif;Polynésie Française;PF;296
2015-12-31;BPCE;resultats/effectifs;Polynésie Française;PF;675675.68
2015-12-31;BPCE;resultats/pnb;Polynésie Française;PF;0.34
2015-12-31;BPCE;Produit Net Bancaire;Singapour;SG;750000000
2015-12-31;BPCE;Resultat avant impot;Singapour;SG;290000000
2015-12-31;BPCE;impot sur bénéfice;Singapour;SG;-40000000
2015-12-31;BPCE;Effectif;Singapour;SG;181
2015-12-31;BPCE;resultats/effectifs;Singapour;SG;1602209.94
2015-12-31;BPCE;resultats/pnb;Singapour;SG;0.39
2015-12-31;BPCE;Produit Net Bancaire;Taïwan;TW;20000000
2015-12-31;BPCE;Resultat avant impot;Taïwan;TW;10000000
2015-12-31;BPCE;Effectif;Taïwan;TW;20
2015-12-31;BPCE;resultats/effectifs;Taïwan;TW;500000.00
2015-12-31;BPCE;resultats/pnb;Taïwan;TW;0.50
2015-12-31;BPCE;Effectif;Thaïlande;TH;83
2015-12-31;BPCE;Produit Net Bancaire;Vanuatu;VU;110000000
2015-12-31;BPCE;Resultat avant impot;Vanuatu;VU;50000000
2015-12-31;BPCE;Effectif;Vanuatu;VU;118
2015-12-31;BPCE;resultats/effectifs;Vanuatu;VU;423728.81
2015-12-31;BPCE;resultats/pnb;Vanuatu;VU;0.45
2015-12-31;BPCE;Produit Net Bancaire;Vietnam;VN;20000000
2015-12-31;BPCE;Resultat avant impot;Vietnam;VN;20000000
2015-12-31;BPCE;Effectif;Vietnam;VN;53
2015-12-31;BPCE;resultats/effectifs;Vietnam;VN;377358.49
2015-12-31;BPCE;resultats/pnb;Vietnam;VN;1.00
2015-12-31;CA;Produit Net Bancaire;France;FR;90210000000
2015-12-31;CA;Resultat avant impot;France;FR;7970000000
2015-12-31;CA;impot courant;France;FR;-3710000000
2015-12-31;CA;impot différé;France;FR;1580000000
2015-12-31;CA;impot sur bénéfice;France;FR;-2130000000
2015-12-31;CA;Effectif;France;FR;37559
2015-12-31;CA;resultats/effectifs;France;FR;212199.47
2015-12-31;CA;resultats/pnb;France;FR;0.09
2015-12-31;CA;Produit Net Bancaire;Allemagne;DE;3560000000
2015-12-31;CA;Resultat avant impot;Allemagne;DE;1150000000
2015-12-31;CA;impot courant;Allemagne;DE;-460000000
2015-12-31;CA;Effectif;Allemagne;DE;1183
2015-12-31;CA;resultats/effectifs;Allemagne;DE;972104.82
2015-12-31;CA;resultats/pnb;Allemagne;DE;0.32
2015-12-31;CA;Produit Net Bancaire;Autriche;AT;150000000
2015-12-31;CA;Resultat avant impot;Autriche;AT;50000000
2015-12-31;CA;impot courant;Autriche;AT;-20000000
2015-12-31;CA;impot différé;Autriche;AT;10000000
2015-12-31;CA;impot sur bénéfice;Autriche;AT;-10000000
2015-12-31;CA;Effectif;Autriche;AT;42
2015-12-31;CA;resultats/effectifs;Autriche;AT;1190476.19
2015-12-31;CA;resultats/pnb;Autriche;AT;0.33
2015-12-31;CA;Produit Net Bancaire;Belgique;BE;480000000
2015-12-31;CA;Resultat avant impot;Belgique;BE;220000000
2015-12-31;CA;impot courant;Belgique;BE;-60000000
2015-12-31;CA;impot différé;Belgique;BE;-10000000
2015-12-31;CA;impot sur bénéfice;Belgique;BE;-70000000
2015-12-31;CA;Effectif;Belgique;BE;106
2015-12-31;CA;resultats/effectifs;Belgique;BE;2075471.70
2015-12-31;CA;resultats/pnb;Belgique;BE;0.46
2015-12-31;CA;Produit Net Bancaire;Espagne;ES;1690000000
2015-12-31;CA;Resultat avant impot;Espagne;ES;760000000
2015-12-31;CA;impot courant;Espagne;ES;-270000000
2015-12-31;CA;impot différé;Espagne;ES;40000000
2015-12-31;CA;impot sur bénéfice;Espagne;ES;-230000000
2015-12-31;CA;Effectif;Espagne;ES;236
2015-12-31;CA;resultats/effectifs;Espagne;ES;3220338.98
2015-12-31;CA;resultats/pnb;Espagne;ES;0.45
2015-12-31;CA;Produit Net Bancaire;Finlande;FI;100000000
2015-12-31;CA;Resultat avant impot;Finlande;FI;50000000
2015-12-31;CA;impot courant;Finlande;FI;-10000000
2015-12-31;CA;Effectif;Finlande;FI;12
2015-12-31;CA;resultats/effectifs;Finlande;FI;4166666.67
2015-12-31;CA;resultats/pnb;Finlande;FI;0.50
2015-12-31;CA;Produit Net Bancaire;Grèce;GR;90000000
2015-12-31;CA;Resultat avant impot;Grèce;GR;-240000000
2015-12-31;CA;impot courant;Grèce;GR;10000000
2015-12-31;CA;Effectif;Grèce;GR;82
2015-12-31;CA;resultats/effectifs;Grèce;GR;-2926829.27
2015-12-31;CA;resultats/pnb;Grèce;GR;-2.67
2015-12-31;CA;Produit Net Bancaire;Irlande;IE;1980000000
2015-12-31;CA;Resultat avant impot;Irlande;IE;1720000000
2015-12-31;CA;impot courant;Irlande;IE;-40000000
2015-12-31;CA;Effectif;Irlande;IE;162
2015-12-31;CA;resultats/effectifs;Irlande;IE;10617283.95
2015-12-31;CA;resultats/pnb;Irlande;IE;0.87
2015-12-31;CA;Produit Net Bancaire;Italie;IT;27900000000
2015-12-31;CA;Resultat avant impot;Italie;IT;6920000000
2015-12-31;CA;impot courant;Italie;IT;-2900000000
2015-12-31;CA;impot différé;Italie;IT;230000000
2015-12-31;CA;impot sur bénéfice;Italie;IT;-2670000000
2015-12-31;CA;Effectif;Italie;IT;10348
2015-12-31;CA;resultats/effectifs;Italie;IT;668728.26
2015-12-31;CA;resultats/pnb;Italie;IT;0.25
2015-12-31;CA;Produit Net Bancaire;Luxembourg;LU;6430000000
2015-12-31;CA;Resultat avant impot;Luxembourg;LU;3780000000
2015-12-31;CA;impot courant;Luxembourg;LU;-690000000
2015-12-31;CA;impot différé;Luxembourg;LU;-130000000
2015-12-31;CA;impot sur bénéfice;Luxembourg;LU;-820000000
2015-12-31;CA;Effectif;Luxembourg;LU;1280
2015-12-31;CA;resultats/effectifs;Luxembourg;LU;2953125.00
2015-12-31;CA;resultats/pnb;Luxembourg;LU;0.59
2015-12-31;CA;Produit Net Bancaire;Pays-Bas;NL;1210000000
2015-12-31;CA;Resultat avant impot;Pays-Bas;NL;310000000
2015-12-31;CA;impot courant;Pays-Bas;NL;-250000000
2015-12-31;CA;impot différé;Pays-Bas;NL;-20000000
2015-12-31;CA;impot sur bénéfice;Pays-Bas;NL;-270000000
2015-12-31;CA;Effectif;Pays-Bas;NL;344
2015-12-31;CA;resultats/effectifs;Pays-Bas;NL;901162.79
2015-12-31;CA;resultats/pnb;Pays-Bas;NL;0.26
2015-12-31;CA;Produit Net Bancaire;Pologne;PL;4080000000
2015-12-31;CA;Resultat avant impot;Pologne;PL;720000000
2015-12-31;CA;impot courant;Pologne;PL;-120000000
2015-12-31;CA;impot différé;Pologne;PL;-100000000
2015-12-31;CA;impot sur bénéfice;Pologne;PL;-220000000
2015-12-31;CA;Effectif;Pologne;PL;5444
2015-12-31;CA;resultats/effectifs;Pologne;PL;132255.69
2015-12-31;CA;resultats/pnb;Pologne;PL;0.18
2015-12-31;CA;Produit Net Bancaire;Portugal;PT;1070000000
2015-12-31;CA;Resultat avant impot;Portugal;PT;590000000
2015-12-31;CA;impot courant;Portugal;PT;-320000000
2015-12-31;CA;impot différé;Portugal;PT;150000000
2015-12-31;CA;impot sur bénéfice;Portugal;PT;-170000000
