date;banque;indicateur;pays;valeur;activité filiale
2014-12-31;BNP;FILIALES;États-Unis;BNP Paribas US Medium Term Notes Program LLC;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;Finlande;Arval oy;Arval
2014-12-31;BNP;FILIALES;Finlande;BNP Paribas Fortis (succ. Finlande);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Finlande;Alfred Berg Kapitalforvaltning AB;Investment Partners
2014-12-31;BNP;FILIALES;Finlande;Alfred Berg Asset Management AB (succ. Finlande);Investment Partners
2014-12-31;BNP;FILIALES;Finlande;Alfred Berg Rahastoyhtio Oy;Investment Partners
2014-12-31;BNP;FILIALES;France;Arval ECL;Arval
2014-12-31;BNP;FILIALES;France;Arval Service Lease;Arval
2014-12-31;BNP;FILIALES;France;Arval Trading;Arval
2014-12-31;BNP;FILIALES;France;Autovalley;Arval
2014-12-31;BNP;FILIALES;France;Cofiparc;Arval
2014-12-31;BNP;FILIALES;France;Public Location Longue Durée;Arval
2014-12-31;BNP;FILIALES;France;BNP Paribas Aqua;Assurance
2014-12-31;BNP;FILIALES;France;BNP Paribas Cardif;Assurance
2014-12-31;BNP;FILIALES;France;BNP Paribas Global Senior Corporate Loans;Assurance
2014-12-31;BNP;FILIALES;France;BNP Paribas Money 3M;Assurance
2014-12-31;BNP;FILIALES;France;Cardif Assurance Vie;Assurance
2014-12-31;BNP;FILIALES;France;Cardif Assurances Risques Divers;Assurance
2014-12-31;BNP;FILIALES;France;Cardif I-Services;Assurance
2014-12-31;BNP;FILIALES;France;Cardimmo;Assurance
2014-12-31;BNP;FILIALES;France;GIE BNP Paribas Cardif ;Assurance
2014-12-31;BNP;FILIALES;France;Icare;Assurance
2014-12-31;BNP;FILIALES;France;Icare Assurance;Assurance
2014-12-31;BNP;FILIALES;France;Natio Assurance;Assurance
2014-12-31;BNP;FILIALES;France;Natio Fonds Ampère 1;Assurance
2014-12-31;BNP;FILIALES;France;Odyssée SCI;Assurance
2014-12-31;BNP;FILIALES;France;Portes de Claye SCI;Assurance
2014-12-31;BNP;FILIALES;France;Profilea Monde Equilibre;Assurance
2014-12-31;BNP;FILIALES;France;Scoo SCI;Assurance
2014-12-31;BNP;FILIALES;France;BNP Paribas SA;Banque
2014-12-31;BNP;FILIALES;France;Banque de Wallis et Futuna;Banque de détail
2014-12-31;BNP;FILIALES;France;BNP Paribas Developpement;Banque de détail
2014-12-31;BNP;FILIALES;France;BNP Paribas Factor;Banque de détail
2014-12-31;BNP;FILIALES;France;BNP Paribas Guadeloupe;Banque de détail
2014-12-31;BNP;FILIALES;France;BNP Paribas Guyane;Banque de détail
2014-12-31;BNP;FILIALES;France;BNP Paribas Martinique;Banque de détail
2014-12-31;BNP;FILIALES;France;BNP Paribas Nouvelle-Calédonie;Banque de détail
2014-12-31;BNP;FILIALES;France;BNP Paribas Réunion;Banque de détail
2014-12-31;BNP;FILIALES;France;Société Alsacienne de Développement et d'expansion;Banque de détail
2014-12-31;BNP;FILIALES;France;Antin Participation 8;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Atargatis;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Austin Finance ;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;BNP Paribas Arbitrage;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;BNP Paribas Equities France;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;BNP Paribas Flexi III Deposit Euro;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Compagnie d'Investissement Italiens SNC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Compagnie Investissements Opéra SNC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Esomet;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Financière des Italiens;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Financière Paris Haussmann;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Financière Taitbout;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Laffitte Participation 22;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Méditerranéa;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Optichamps;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Parifergie;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Parilease;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Participations Opéra;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Taitbout Participation 3 SNC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;Verner Investissements (Groupe);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;BNP intercontinentale - BNPI;Europe Méditerranée
2014-12-31;BNP;FILIALES;France;BNP Paribas BDDI Participations;Europe Méditerranée
2014-12-31;BNP;FILIALES;France;BNP Paribas Asset Management SAS;Investment Partners
2014-12-31;BNP;FILIALES;France;BNP Paribas Capital Partners (ex- BNP Paribas Private Equity);Investment Partners
2014-12-31;BNP;FILIALES;France;BNP Paribas Investment Partners;Investment Partners
2014-12-31;BNP;FILIALES;France;CamGestion;Investment Partners
2014-12-31;BNP;FILIALES;France;FundQuest Advisor;Investment Partners
2014-12-31;BNP;FILIALES;France;THEAM;Investment Partners
2014-12-31;BNP;FILIALES;France;Klépierre SA (Groupe);Klépierre
2014-12-31;BNP;FILIALES;France;Aprolis Finance;Leasing solutions
2014-12-31;BNP;FILIALES;France;Arius;Leasing solutions
2014-12-31;BNP;FILIALES;France;Artegy;Leasing solutions
2014-12-31;BNP;FILIALES;France;BNP Paribas Lease Group BPLG;Leasing solutions
2014-12-31;BNP;FILIALES;France;Claas Financial Services;Leasing solutions
2014-12-31;BNP;FILIALES;France;CNH Industrial Capital Europe (ex- CNH Capital Europe);Leasing solutions
2014-12-31;BNP;FILIALES;France;Fortis Lease (France);Leasing solutions
2014-12-31;BNP;FILIALES;France;JCB Finance;Leasing solutions
2014-12-31;BNP;FILIALES;France;MFF;Leasing solutions
2014-12-31;BNP;FILIALES;France;Natiocrédibail;Leasing solutions
2014-12-31;BNP;FILIALES;France;Natiocrédimurs;Leasing solutions
2014-12-31;BNP;FILIALES;France;Natioénergie 2;Leasing solutions
2014-12-31;BNP;FILIALES;France;Same Deutz-Fahr Finance;Leasing solutions
2014-12-31;BNP;FILIALES;France;Autonoria 2012 - 1 et 2;Personal Finance
2014-12-31;BNP;FILIALES;France;Autonoria 2014;Personal Finance
2014-12-31;BNP;FILIALES;France;Axa Banque Financement;Personal Finance
2014-12-31;BNP;FILIALES;France;Cafineo;Personal Finance
2014-12-31;BNP;FILIALES;France;Carrefour Banque;Personal Finance
2014-12-31;BNP;FILIALES;France;CMV Médiforce;Personal Finance
2014-12-31;BNP;FILIALES;France;Cofica Bail;Personal Finance
2014-12-31;BNP;FILIALES;France;Cofiplan;Personal Finance
2014-12-31;BNP;FILIALES;France;Communication Marketing Services - CMS;Personal Finance
2014-12-31;BNP;FILIALES;France;Compagnie de Gestion et de Prêts;Personal Finance
2014-12-31;BNP;FILIALES;France;Crédit Moderne Antilles Guyane;Personal Finance
2014-12-31;BNP;FILIALES;France;Crédit Moderne Antilles Guyane;Personal Finance
2014-12-31;BNP;FILIALES;France;Crédit Moderne Océan Indien;Personal Finance
2014-12-31;BNP;FILIALES;France;Domofinance;Personal Finance
2014-12-31;BNP;FILIALES;France;Domos 2011 - A et B;Personal Finance
2014-12-31;BNP;FILIALES;France;Effico;Personal Finance
2014-12-31;BNP;FILIALES;France;Facet;Personal Finance
2014-12-31;BNP;FILIALES;France;FCC Domos 2008;Personal Finance
2014-12-31;BNP;FILIALES;France;FCC Retail ABS Finance - Noria 2009;Personal Finance
2014-12-31;BNP;FILIALES;France;Fidecom;Personal Finance
2014-12-31;BNP;FILIALES;France;Fidem;Personal Finance
2014-12-31;BNP;FILIALES;France;Gestion et Services Groupe Cofinoga GIE;Personal Finance
2014-12-31;BNP;FILIALES;France;LaSer Cofinoga;Personal Finance
2014-12-31;BNP;FILIALES;France;LaSer loyalty;Personal Finance
2014-12-31;BNP;FILIALES;France;LaSer SA;Personal Finance
2014-12-31;BNP;FILIALES;France;LaSer Symag;Personal Finance
2014-12-31;BNP;FILIALES;France;Leval 20;Personal Finance
2014-12-31;BNP;FILIALES;France;Loisirs Finance;Personal Finance
2014-12-31;BNP;FILIALES;France;Norrsken Finance;Personal Finance
2014-12-31;BNP;FILIALES;France;BNP Paribas Personal Finance;Personal Finance
2014-12-31;BNP;FILIALES;France;Prêts et Services SAS;Personal Finance
2014-12-31;BNP;FILIALES;France;Projeo;Personal Finance
2014-12-31;BNP;FILIALES;France;Retail Mobile Wallet;Personal Finance
2014-12-31;BNP;FILIALES;France;Sygma Banque;Personal Finance
2014-12-31;BNP;FILIALES;France;Banque Solféa;Personal Finance
2014-12-31;BNP;FILIALES;France;B*Capital;Personal Investors
2014-12-31;BNP;FILIALES;France;Cortal Consors;Personal Investors
2014-12-31;BNP;FILIALES;France;Portzamparc Gestion;Personal Investors
2014-12-31;BNP;FILIALES;France;Protzamparc Société de Bourse;Personal Investors
2014-12-31;BNP;FILIALES;France;BNP Paribas Dealing Services;Securities Services
2014-12-31;BNP;FILIALES;France;BNP Paribas Fund Services France;Securities Services
2014-12-31;BNP;FILIALES;France;BNP Paribas Securities Services - BP2S;Securities Services
2014-12-31;BNP;FILIALES;France;Asset Partners;Services immobiliers
2014-12-31;BNP;FILIALES;France;Auguste Thouard Expertise;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Immobilier Promotion Immobilier d'Entreprise;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Immobilier Résidentiel;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Immobilier Résidentiel Promotion Ile-de-France;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Immobilier Résidentiel Résidences Services BSA;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Immobilier Résidentiel Services Clients;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Immobilier Résidentiel Transaction & Conseil;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Immobilier Résidentiel V2i;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Consult France;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Financial Partner;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Hotels France;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Investment Management;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Investment Services;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Property Management France SAS;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Transaction France;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Real Estate Valuation France;Services immobiliers
2014-12-31;BNP;FILIALES;France;FG Ingénierie et Promotion immobilière;Services immobiliers
2014-12-31;BNP;FILIALES;France;immobilière des Bergues;Services immobiliers
2014-12-31;BNP;FILIALES;France;Partner's & Services ;Services immobiliers
2014-12-31;BNP;FILIALES;France;Siège Issy;Services immobiliers
2014-12-31;BNP;FILIALES;France;Société de Construction de Vente;Services immobiliers
2014-12-31;BNP;FILIALES;France;BNP Paribas Home Loan SFH;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;BNP Paribas Partners for innovation (Groupe);Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;BNP Paribas Public Sector SCF;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;BNP Paribas- SME - 1 (ex-Euro Secured Notes Issuer);Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;Compagnie d'Investissements de Paris - C.I.P;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FCT Opéra;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;Financière BNP Paribas;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;Financière du Marché Saint Honoré;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;GIE Groupement Auxiliaire de Moyens;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;Omnium de Gestion et de Développement immobilier - OGDI;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;Société Auxiliaire de Construction Immobilière - SACI;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;Société Orbaisienne de Participations;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;UCB Bail 2;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;UCB Entreprises;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;Antin Participation 5;Sociétés immobilières d'Exploitation
2014-12-31;BNP;FILIALES;France;Société immobilière Marché Saint-Honoré;Sociétés immobilières d'Exploitation
2014-12-31;BNP;FILIALES;France;BNP Paribas Wealth Management ;Wealth Management
2014-12-31;BNP;FILIALES;France;Conseil Investissement SNC;Wealth Management
2014-12-31;BNP;FILIALES;Gabon;Banque internationale du commerce et de l'industrie Gabon;Europe Méditerranée
2014-12-31;BNP;FILIALES;Grèce;Arval Hellas Car Rental SA;Arval
2014-12-31;BNP;FILIALES;Grèce;BNP Paribas Securities Services - BP2S (Grèce);Securities Services
2014-12-31;BNP;FILIALES;Guernesey;BNP Paribas Suisse SA (succ. Guernesey);Banque
2014-12-31;BNP;FILIALES;Guernesey;BNP - Paribas Securities Services - BP2S (succ. Guernesey);Securities Services
2014-12-31;BNP;FILIALES;Guinée;Banque internationale du commerce et de l'industrie Guinée;Europe Méditerranée
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Arbitrage (Hong-Kong) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Capital (Asia Pacific) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Finance (Hong Kong) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas SA (succ. Hong-Kong);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Securities (Asia) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas SJ Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Investment Partners Asia Ltd;Investment Partners
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Dealing Services Asia Ltd;Securities Services
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Securities Services - BP2S (succ. Hong Kong);Securities Services
2014-12-31;BNP;FILIALES;Hong-Kong;BNP Paribas Wealth Management (succ. Hong-Kong);Wealth Management
2014-12-31;BNP;FILIALES;Hongrie;Arval Magyaroszag KFT;Arval
2014-12-31;BNP;FILIALES;Hongrie;Cardif Biztosito Magyarorszag Zrt;Assurance
2014-12-31;BNP;FILIALES;Hongrie;BNP Paribas SA (succ. Hongrie);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hongrie;BNP Paribas Lease Group KFT;Leasing solutions
2014-12-31;BNP;FILIALES;Hongrie;BNP Paribas Lease Group lizing RT;Leasing solutions
2014-12-31;BNP;FILIALES;Hongrie;Fortis Lease Operativ Lizing Zartkoruen Mukodo Reszvenytarsasag;Leasing solutions
2014-12-31;BNP;FILIALES;Hongrie;Magyar Cetelem Bank Zrt;Personal Finance
2014-12-31;BNP;FILIALES;Hongrie;Oney Magyarorszag Zrt;Personal Finance
2014-12-31;BNP;FILIALES;Hongrie;UCB Ingatlanhitel RT;Personal Finance
2014-12-31;BNP;FILIALES;Hongrie;BNP Paribas Securities Services - BP2S (succ. Hongrie);Securities Services
2014-12-31;BNP;FILIALES;Hongrie;BNP PB Real Estate Advisory & Property Management Hungary Ltd.;Services immobiliers
2014-12-31;BNP;FILIALES;Ile de Man;BNP Paribas Securities Services - BP2S (succ. Ile de Man);Securities Services
2014-12-31;BNP;FILIALES;Iles Caïmans;Bank of the West (succ. Iles Cayman);Banque de détail
2014-12-31;BNP;FILIALES;Iles Caïmans;First Hawaïan Bank (succ. Iles Cayman);Banque de détail
2014-12-31;BNP;FILIALES;Iles Caïmans;BNP Paribas Fortis (succ. Iles Cayman);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Iles Caïmans;BNP Paribas Prime Brokerage International Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Iles Caïmans;BNP Paribas SA (succ. Iles Cayman);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Iles Caïmans;Marc Finance Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Iles Caïmans;TCG Fund I, LP;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;Arval India Private Ltd;Arval
2014-12-31;BNP;FILIALES;Inde;State Bank of India Life insurance Company Ltd;Assurance
2014-12-31;BNP;FILIALES;Inde;BNP Paribas India Holding Private Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;BNP Paribas India Solutions Private Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;BNP Paribas SA (succ. Inde);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;BNP Paribas Securities India Private Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;BNP Paribas Asset Management India Private;Investment Partners
2014-12-31;BNP;FILIALES;Inde;SREI Equipement Finance Ltd (ex-SREI Equipement Finance Private Ltd);Leasing solutions
2014-12-31;BNP;FILIALES;Inde;Sundaram BNP Paribas Home Finance Ltd;Personal Finance
2014-12-31;BNP;FILIALES;Inde;Geojit BNP Paribas Financial Services Ltd (Groupe);Personal Investors
2014-12-31;BNP;FILIALES;Inde;Geojit Technologies Private Ltd;Personal Investors
2014-12-31;BNP;FILIALES;Inde;BNP Paribas Sundaram GSO Private Ltd;Securities Services
2014-12-31;BNP;FILIALES;Indonésie;PT Bank BNP Paribas Indonesia;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Indonésie;PT BNP Paribas Securities Indonesia;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Indonésie;PT BNP Paribas Investment Partners;Investment Partners
2014-12-31;BNP;FILIALES;Irlande;Greenval Insurance Company Ltd;Arval
2014-12-31;BNP;FILIALES;Irlande;Darnell Ltd;Assurance
2014-12-31;BNP;FILIALES;Irlande;Alectra Finance PLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Aquarius + Investments PLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Aquarius Capital Investments Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;BNP Paribas International Finance Dublin;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;BNP Paribas Ireland;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;BNP Paribas Prime Brokerage International Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;BNP Paribas SA (succ. Irlande);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;BNP Paribas Vartry Reinsurance Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Madison Arbor Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Matchpoint Finance Public Limited Company;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Omega Capital Funding Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Omega Capital Investments PLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Scaldis Capital (Ireland) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Utexam Logistics Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;Utexam Solutions Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;BNP Paribas Fund Services Dublin Ltd;Securities Services
2014-12-31;BNP;FILIALES;Irlande;BNP Paribas Securities Services - BP2S (succ. Irlande);Securities Services
